Entry,EC Numbers,CLEAN-contact Prediction,CLEAN-contact Prediction Maxsep,ActSeekN Prediction
WP_007897683,6.3.1.11,EC:6.3.1.11,EC:6.3.1.11,"[['A0A2S6SDJ8 -- 6.3.1.11', 0.28534818811470275], ['A0A1C9WB64 -- 6.3.1.11', 0.18908899997640702], ['B6IMX3 -- 6.3.1.11', 0.21877103478837567], ['A0A3P5XHL7 -- 6.3.1.11', 0.16792155783438056], ['A0A335TC75 -- 6.3.1.11', 0.1388702192861339], ['A9ZPH9 -- 6.3.1.6|6.3.4.12', 0.18684219386383027], ['P15623 -- 6.3.1.2', 0.14679335894079834], ['I3R584 -- 6.3.1.11', 0.1520360016923126], ['O87393 -- 6.3.1.2', 0.13930396045314952], ['Q05650 -- 6.3.1.2', 0.12866089593326935], ['A0A2H6AS18 -- 6.3.1.11', 0.12582278793474133], ['O08467 -- 6.3.1.2', 0.1419053999264], ['P15103 -- 6.3.1.2|2.3.1.225', 0.11037075466177297], ['A0A0N1GNU2 -- 6.3.1.11', 0.1183333894470925], ['P15105 -- 6.3.1.2|2.3.1.225', 0.09066181127322342], ['P16580 -- 6.3.1.2|4.1.1.15', 0.09381537655257045], ['Q04831 -- 6.3.1.2', 0.08108333531340738], ['P22878 -- 6.3.1.2', 0.07639254969363146], ['P94845 -- 6.3.1.2', 0.08979463119784514]]"
WP_010207013,1.3.8.7,"EC:1.3.8.1,EC:1.3.8.8,EC:1.3.8.7",EC:1.3.8.1,"[['A3SI50 -- 1.3.99.41', 0.31163438800415444], ['Q0AVM4 -- 1.3.8.1', 0.22154352363409474], ['P45954 -- 1.3.8.1|1.3.8.5', 0.16305711631756728], ['Q3L887 -- 1.3.8.7|1.3.8.8|1.3.8.1', 0.1781668272950084], ['Q06319 -- 1.3.8.1', 0.1255981447491751], ['A0A6J4LJ54 -- 1.3.99.12', 0.07554762313225527], ['A0A087R2F2 -- 1.3.3.6', 0.07995463769659143]]"
WP_010207016,1.3.8.7,"EC:1.3.8.1,EC:1.3.8.8,EC:1.3.8.7",EC:1.3.8.1,"[['A3SI50 -- 1.3.99.41', 0.27438518333986717], ['Q0AVM4 -- 1.3.8.1', 0.24460422738811657], ['P45954 -- 1.3.8.1|1.3.8.5', 0.21331785500657297], ['Q06319 -- 1.3.8.1', 0.16291614290521036], ['A0A6J4LJ54 -- 1.3.99.12', 0.10477659136023296], ['Q3L887 -- 1.3.8.7|1.3.8.8|1.3.8.1', 0.16145205340676322], ['P48818 -- 1.3.8.8|1.3.8.9', 0.12380784434930257]]"
WP_010207340,2.6.1.19,"EC:2.6.1.113,EC:2.6.1.18,EC:2.6.1.96,EC:2.6.1.119,EC:2.6.1.105,EC:2.6.1.77",EC:2.6.1.113,"[['Q9I6J2 -- 2.6.1.113', 0.2556722010027311], ['D6R3B6 -- 2.6.1.119', 0.22872922997362038], ['Q01K11 -- 2.6.1.96', 0.18567463195139922], ['A0A418SGX4 -- 2.6.1.113', 0.13845639567499618], ['A0A6N7C5X8 -- 2.6.1.105', 0.1914675413972532], ['A0A644WIN2 -- 2.6.1.113', 0.1325729163717359], ['Q94AL9 -- 2.6.1.44', 0.15130946658696193], ['A0A087RX27 -- 2.6.1.62', 0.14771895800666646], ['M1GRN3 -- 5.1.1.21', 0.15936521159451425], ['M1GRN3 -- 5.1.1.21', 0.15936521159451425], ['Q728P4 -- 2.6.1.62', 0.14874495066538504], ['B7GHM5 -- 2.6.1.62', 0.14002541024193588], ['Q88RB9 -- 2.6.1.48', 0.15191271772431425], ['P50277 -- 2.6.1.62', 0.14102091159657304], ['O82521 -- 2.6.1.119', 0.13127554288801221], ['A0A7J3NP14 -- 2.6.1.11', 0.12611618411438397], ['Q89AK4 -- 2.6.1.62', 0.11284079631286986], ['Q7W7H6 -- 2.6.1.11', 0.10668600467360737], ['Q7VTJ7 -- 2.6.1.11', 0.10617300834424809], ['O04866 -- 2.6.1.11', 0.10463425221878], ['Q9FNK4 -- 2.6.1.13', 0.11465113873035168], ['P40732 -- 2.6.1.11|2.6.1.17', 0.10378960474188269], ['Q9I700 -- 2.6.1.18', 0.1019793034178026], ['A0A5S9QZM6 -- 5.1.1.21', 0.056088575786389705], ['A0A6J5FXA0 -- 2.6.1.37', 0.06719157460340656], ['A0A345DCB1 -- 2.6.1.105', 0.057657562957728274], ['A0A132BX51 -- 2.6.1.105', 0.053735184065085595], ['A0A1L9NUT2 -- 2.6.1.105', 0.055696284475703205]]"
WP_010207341,6.3.1.11,EC:6.3.1.11,EC:6.3.1.11,"[['A0A2S6SDJ8 -- 6.3.1.11', 0.2666501133852822], ['B6IMX3 -- 6.3.1.11', 0.20468049859765827], ['A0A1C9WB64 -- 6.3.1.11', 0.17095587541835935], ['A0A3P5XHL7 -- 6.3.1.11', 0.17233457076559364], ['I3R584 -- 6.3.1.11', 0.18537894183310658], ['A0A335TC75 -- 6.3.1.11', 0.12224264775823417], ['A9ZPH9 -- 6.3.1.6|6.3.4.12', 0.19230755219662968], ['O87393 -- 6.3.1.2', 0.14910912211605334], ['P15623 -- 6.3.1.2', 0.1417209736211383], ['A0A2H6AS18 -- 6.3.1.11', 0.12963082863437259], ['Q05650 -- 6.3.1.2', 0.12439902675642676], ['O08467 -- 6.3.1.2', 0.13857479776833143], ['P15103 -- 6.3.1.2|2.3.1.225', 0.10746615648106381], ['A0A0N1GNU2 -- 6.3.1.11', 0.11216776439823405], ['P16580 -- 6.3.1.2|4.1.1.15', 0.10251701030187574], ['P22878 -- 6.3.1.2', 0.08353353429444366], ['P94845 -- 6.3.1.2', 0.10396628052543522], ['P15105 -- 6.3.1.2|2.3.1.225', 0.10251701030187574], ['Q04831 -- 6.3.1.2', 0.0805287348628507]]"
WP_010208316,2.6.1.81,EC:2.6.1.17,"EC:2.6.1.17,EC:2.6.1.11","[['O30508 -- 2.6.1.11|2.6.1.81', 0.22061670845832784], ['P40732 -- 2.6.1.11|2.6.1.17', 0.21620424889066556], ['P40732 -- 2.6.1.11|2.6.1.17', 0.2134466016145549], ['Q7MH19 -- 2.6.1.11', 0.17486622051822584], ['Q8P5Q4 -- 2.6.1.11', 0.17486622051822584], ['Q97GH9 -- 2.6.1.11', 0.16173962914693665], ['Q75AW1 -- 2.6.1.11', 0.15939543862524017], ['Q72RH8 -- 2.6.1.11', 0.1542386382189132], ['A0A1B8NZM0 -- 2.6.1.48', 0.11758869978621571], ['Q7VSH3 -- 2.6.1.11', 0.14955044751252267], ['O27392 -- 2.6.1.11', 0.15001924754946147], ['Q5JEW1 -- 2.6.1.13|2.6.1.36', 0.1770447618663533], ['O58478 -- 5.1.1.1|5.1.1.', 0.1753901735006869], ['Q88FI7 -- 2.6.1.39', 0.16662066482565255], ['A0A081RNB7 -- 2.6.1.124|2.6.1.118', 0.1645248528958084], ['B4T688 -- 2.6.1.82|2.6.1.29', 0.1624290409659643], ['A0A5C6EGW5 -- 2.6.1.48', 0.11041867131650261], ['H3ZR39 -- 5.1.1.2|5.1.1.', 0.16295299394842533], ['P40829 -- 2.6.1.19|2.6.1.22', 0.14251825662143802], ['Q0TD34 -- 2.6.1.82|2.6.1.29', 0.15823720437668515], ['P73133 -- 2.6.1.11', 0.17042640840368767], ['P22256 -- 2.6.1.19|2.6.1.48', 0.16215324264947045], ['A0A5K1I6D5 -- 2.6.1.48', 0.12368316744418587], ['Q9L1A4 -- 2.6.1.11', 0.1378302562520499], ['A0A6A7SGB0 -- 2.6.1.48', 0.10504111357626142], ['A0A518GS93 -- 2.6.1.48', 0.10504111357626142], ['Q6BUP9 -- 2.6.1.11', 0.13595505610429465], ['Q7V8L1 -- 2.6.1.11', 0.13876785632592753], ['A0A6V8LWJ5 -- 2.6.1.48', 0.11871940234718664], ['Q8R7C1 -- 2.6.1.11', 0.13642385614123345], ['Q5SHH5 -- 2.6.1.118', 0.1461860730504906], ['A0A1B9EZK9 -- 2.6.1.48', 0.14723397901541266], ['Q9V1I4 -- 2.6.1.124|2.6.1.118', 0.1279852651393324], ['A0A128FG77 -- 2.6.1.48', 0.11292817512294036], ['P59315 -- 2.6.1.11', 0.12892286521321003], ['Q7W7H6 -- 2.6.1.11', 0.12939166525014884], ['A0A0D8FYL7 -- 2.6.1.19|2.6.1.22', 0.1218906743221254], ['A0A399FC08 -- 2.6.1.48', 0.11127358675727396], ['Q7VTJ7 -- 2.6.1.11', 0.12704766506545478], ['O04866 -- 2.6.1.11', 0.12329707443294184], ['P59322 -- 2.6.1.11', 0.12329707443294184], ['O50131 -- 2.6.1.13', 0.14119467549925901], ['A0A7J3NP14 -- 2.6.1.11', 0.12155985741564045], ['Q89VE9 -- 2.6.1.11', 0.10970168302471382], ['Q01767 -- 2.6.1.36', 0.11893987977374439], ['A0A5S9PSU8 -- 2.6.1.113', 0.08173841188582476], ['Q9FNK4 -- 2.6.1.13', 0.129612333013709], ['Q7MAE6 -- 2.6.1.11', 0.10407589224444565], ['Q9CHD3 -- 2.6.1.11', 0.09704370135336103], ['Q818W2 -- 2.6.1.11', 0.09798130142723864], ['Q7VMS5 -- 2.6.1.11', 0.09563730124254459], ['P36839 -- 2.6.1.11', 0.09423090113172815], ['Q8CUM9 -- 2.6.1.11', 0.0900115104622764], ['O13837 -- 2.6.1.19', 0.10269712458786161], ['P9WQ77 -- 2.6.1.36', 0.10699917749783111], ['O30156 -- 2.6.1.11', 0.08438591001901063], ['P60296 -- 2.6.1.13', 0.08532351009288827]]"
WP_010209291,1.1.1.9,"EC:1.1.1.9,EC:1.1.1.56,EC:1.1.1.14","EC:1.1.1.9,EC:1.1.1.56,EC:1.1.1.14","[['A0A0D0SJH4 -- 1.1.1.301', 0.20851862588890868], ['A0A7W9DQC7 -- 1.1.1.4|1.1.1.|1.1.1.303', 0.16983420339641306], ['A0A0N1NHA3 -- 1.1.1.4', 0.2134160060605289], ['Q53U21 -- 1.1.1.329', 0.18178556012559852], ['Q0KDL6 -- 1.1.1.4|1.2.1.3|1.1.1.1', 0.22644560452855075], ['A0A1C5YHM9 -- 1.1.1.264', 0.19719632953272795], ['P09347 -- 1.1.1.327', 0.14557207064851235], ['A0A084G7A3 -- 1.1.1.287', 0.11973765795242235], ['Q5FA46 -- 1.1.1.4', 0.16048883410579526], ['P39346 -- 1.1.1.264', 0.17414738003854977], ['Q07993 -- 1.1.1.9', 0.17158655590881325], ['A0A7X6FNZ3 -- 1.1.1.4', 0.16304965823553175], ['A0A117ECH7 -- 1.1.1.264', 0.11097631476400342], ['Q2G1C4 -- 1.1.1.405', 0.14588653631600212], ['A9CES3 -- 1.1.1.407', 0.13672093312428527], ['A0A0F0LBQ4 -- 1.1.1.264', 0.10396732408798465], ['P39400 -- 1.1.1.414', 0.15963502175234315], ['A0A1X1PBW7 -- 1.1.1.414', 0.1121444798766732], ['Q8DPI3 -- 1.1.1.405', 0.14130373472014368], ['Q4R0J7 -- 1.1.1.287', 0.1647569764771261], ['A0A7W7AEA4 -- 1.1.1.4|1.1.1.|1.1.1.303', 0.11794035181798204], ['A0A0D1EYX3 -- 1.1.1.405', 0.14130373472014368], ['A0A7W8RV01 -- 1.1.1.303', 0.13829339049975928], ['Q6L047 -- 1.1.1.360', 0.15815255226971514], ['Q6L047 -- 1.1.1.360', 0.15815255226971514], ['Q8KQL2 -- 1.1.1.301', 0.1563553751733001], ['P0DO83 -- 1.5.1.57', 0.15622038526915452], ['O65621 -- 1.1.1.195', 0.1528057487859659], ['Q08350 -- 1.1.1.195', 0.1374848704931635], ['A0A1Q9P8G1 -- 1.1.1.327', 0.15536687938101232], ['P0DXJ3 -- 1.5.1.32', 0.14768379406118295], ['A0A0F0KV82 -- 1.1.1.327', 0.09637414601223548], ['Q337Y2 -- 1.1.1.195', 0.13137446836535224], ['A0A212KEA2 -- 1.1.1.287', 0.09579016829929608], ['A0A087DD80 -- 1.1.1.287', 0.09987864135024487], ['P0DOW0 -- 1.1.1.401', 0.12378133867886255], ['A0A644WJQ0 -- 1.1.1.301', 0.08761280282381653], ['Q00796 -- 1.1.1.14|1.1.1.4|1.1.1.|1.1.1.9|1.1.1.56', 0.13838328161408633], ['A0A7W8L451 -- 1.1.1.4|1.1.1.|1.1.1.14|1.1.1.303', 0.09367846101637865], ['P0DOW0 -- 1.1.1.401', 0.11780557160062749], ['Q9Z9U1 -- 1.1.1.|1.1.1.14|1.1.1.9', 0.10540498511635091], ['Q9Z9U1 -- 1.1.1.|1.1.1.14|1.1.1.9', 0.10540498511635091], ['O34788 -- 1.1.1.4', 0.11524474747089099], ['A0A7X5R028 -- 1.1.1.287', 0.07943564703512797], ['A0A2Z4ACH8 -- 1.1.1.327', 0.08294014237313735], ['A0A5C5W778 -- 1.1.1.327', 0.11439093511743888], ['A0A142WTF4 -- 1.1.1.301', 0.10926898039265592], ['A0A1Y5SEK3 -- 1.1.1.301', 0.0753469642973882], ['P39849 -- 1.1.1.90', 0.10922412354913473], ['A0A076JK85 -- 1.1.1.287', 0.10500053155601517], ['A0A3A6N9F6 -- 1.3.1.95', 0.11097629863425024], ['A0A7X0JN60 -- 1.1.1.4|1.1.1.|1.1.1.303', 0.09030863298745175], ['W8JWW7 -- 1.3.1.36', 0.11861433355352059], ['A0A231H429 -- 1.1.1.327', 0.07067430384670902], ['A0A1Q9P026 -- 1.1.1.327', 0.11183011098770236], ['A0A2H6EU14 -- 1.1.1.327', 0.09646394034804362], ['A0A161CAI1 -- 1.1.99.41', 0.1058543439094673], ['Q2MF22 -- 1.1.1.329', 0.08019943923622778], ['A0A2H5ZM34 -- 1.1.1.306', 0.10073238918468437], ['A0A508SYC0 -- 1.3.1.103', 0.05840867500707169], ['A0A7Z7N9W8 -- 1.1.1.327', 0.06483347828336006], ['A0A427N7P3 -- 1.1.1.264', 0.06950613873403923], ['A0A0J1FB94 -- 1.1.1.327', 0.08963466738166635], ['P39849 -- 1.1.1.90', 0.08936504242794464], ['A0A853CMP6 -- 1.1.1.53', 0.04789497930625254], ['A0A087DSX7 -- 1.1.1.287', 0.05548815738200171], ['A0A3P8MD03 -- 1.1.1.306', 0.06132898294535067], ['Q7D3B2 -- 1.1.1.108|3.1.2.33', 0.06339583338474691], ['A0A2H6ACL5 -- 1.1.1.327', 0.09731775270149574]]"
WP_010209327,3.5.3.6,EC:3.5.3.6,EC:3.5.3.6,"[['Q8YMD9 -- 4.3.1.12|3.5.3.27', 0.24968793046146046], ['P76216 -- 3.5.3.23', 0.2363712545086502], ['Q2G9Z6 -- 3.5.3.23', 0.17602990638106103], ['B7USC6 -- 3.5.3.23', 0.17478137188063442], ['P74535 -- 4.3.1.12|3.5.3.27', 0.16312953676819392], ['A0AAC8YJK8 -- 3.5.3.18', 0.1198500835752922]]"
WP_010209382,1.1.1.203,EC:1.1.1.203,EC:1.1.1.203,"[['Q88NN6 -- 1.1.1.203', 0.23427299650189964], ['Q7CRQ0 -- 1.1.1.203', 0.23499820014041156], ['Q7CRQ0 -- 1.1.1.203', 0.19728262936101607], ['D4GS48 -- 1.1.1.388', 0.16904407118832201], ['Q7BJX9 -- 5.1.3.7', 0.16440210280835066], ['P44094 -- 1.1.1.410', 0.1306996690828639], ['A0A7W9T6A5 -- 5.1.3.25', 0.09994680576924886], ['D4GP33 -- 1.1.1.376', 0.14119245964160998], ['P9WQP7 -- 5.3.3.1|1.1.1.145', 0.14312653032779968], ['A0A3Q8GLE8 -- 5.5.1.35', 0.12586430688314795], ['A7GKX7 -- 4.1.1.128', 0.12218932085077382], ['P0DXE1 -- 1.1.1.438', 0.10850541965081001], ['Q5HKG6 -- 1.1.1.304', 0.09501470028860023], ['A0QYC2 -- 1.1.1.403', 0.1276534348833059], ['Q70FD1 -- 1.1.1.15|1.1.1.250', 0.10748988017850473], ['P0AFS3 -- 1.5.1.50|1.5.1.3', 0.11314724229316288], ['Q9F7E0 -- 1.1.1.245', 0.10192935408690015], ['P43066 -- 1.1.1.250', 0.08123394981670845], ['P38342 -- 1.1.1.102', 0.11121317160697321], ['Q5LA59 -- 1.1.1.|1.1.1.159', 0.11798255149738116], ['I6Y778 -- 1.1.1.212', 0.119916887161059], ['Q70FD1 -- 1.1.1.15|1.1.1.250', 0.10197752699425038], ['P22414 -- 4.2.1.119', 0.119916887161059], ['A4ECA9 -- 1.1.1.201', 0.11024600377513427], ['Q9Y7P2 -- 1.1.1.102', 0.09370910320886414], ['Q8KWT4 -- 1.1.1.385', 0.07978339680206618], ['Q93UV4 -- 1.1.1.256', 0.09288723578266599], ['C8WMP0 -- 1.1.1.|1.1.1.52', 0.10289633643449735], ['A0A246KQ95 -- 1.1.1.304|1.1.1.175', 0.08959909038527859], ['D3J0Z1 -- 1.1.1.332', 0.09279043950623565], ['C1DMX5 -- 1.1.1.378', 0.10250945605288739], ['B2FI29 -- 1.1.1.412', 0.10840868961875172], ['P08088 -- 1.3.1.19', 0.07688209203966553], ['Q9KWN1 -- 1.1.1.276', 0.09462780665811583], ['N4WE73 -- 1.1.1.1', 0.08466698490462997], ['Q7RZR2 -- 1.1.1.102', 0.08959909038527859], ['P9WGT3 -- 1.1.1.36|1.1.1.100', 0.09960821753485878], ['Q556J2 -- 1.1.1.102', 0.08713303764495427], ['A0A653J8N2 -- 1.1.1.159', 0.10105896928261716], ['Q6F7B8 -- 1.2.1.n2', 0.08713303764495427], ['Q6YN16 -- 1...', 0.10927910092078352], ['Q04520 -- 1.1.1.304', 0.08137906473810752], ['E5F146 -- 1.1.1.344', 0.07398098601038103], ['Q9A9Z0 -- 1.1.1.175', 0.08137906473810752], ['P0AET8 -- 1.1.1.159', 0.10154255319853663], ['P0DMP5 -- 1.1.1.194', 0.07480299917419765], ['P9WQP7 -- 5.3.3.1|1.1.1.145', 0.10831193308894459], ['P50162 -- 1.1.1.206', 0.09646542553860979], ['P0A9P9 -- 1.1.1.69', 0.08635952861034807], ['A0A072VDF2 -- 1.2.1.44|1.2.1.', 0.09960821753485878], ['Q64105 -- 1.1.1.153', 0.08510228992220394], ['P40580 -- 1.1.1.320', 0.08727808632198128], ['Q59RQ2 -- 1.1.1.102', 0.08800352844023253], ['Q70FD1 -- 1.1.1.15|1.1.1.250', 0.08727808632198128], ['Q21929 -- 1.1.1.10', 0.0870363606083936], ['P33217 -- 1.1.1.271', 0.08055697208104441], ['A3F5F0 -- 1.1.1.331', 0.08635952861034807], ['A0A0F4YYU2 -- 1.1.1.250', 0.05783078034147914], ['A0A7W8DCU1 -- 1.1.1.206', 0.05908809852286974], ['P0C0Y5 -- 1.1.1.138', 0.08606945775404286], ['Q8LKV5 -- 1.1.1.146|1.1.1.62', 0.0870363606083936], ['A0A5S9MYN9 -- 1.1.1.392', 0.05845943943217444], ['A0A1Z5KH52 -- 1.1.1.381', 0.057202293486151155], ['Q5P5I4 -- 1.1.1.311', 0.08510228992220394], ['P51110 -- 1.1.1.219|1.1.1.234', 0.06987089369354903], ['G3YG17 -- 1.1.1.10', 0.07441601280159241], ['B0LL23 -- 1.23.1.1|1.23.1.2', 0.09090476695826114], ['P37058 -- 1.1.1.64|1.1.1.62', 0.08026698071798566], ['Q8NK50 -- 1.1.1.138', 0.07717218939371957], ['P50166 -- 1.1.1.250', 0.06658274829616162], ['A0A8F5SIS3 -- 1.1.1.198', 0.07069298635061212]]"
WP_010210411,1.3.8.1,EC:1.3.8.1,EC:1.3.8.1,"[['G3KIM8 -- 1.3.1.95', 0.23246233221482476], ['P15651 -- 1.3.8.1', 0.2217458805248097], ['Q0AVM4 -- 1.3.8.1', 0.17376962741759663], ['K4L7X3 -- 3.13.1.4', 0.20443485578540782], ['J7TF92 -- 1.3.8.15', 0.16758730405736108], ['J7TF92 -- 1.3.8.15', 0.16758730405736108], ['A0A6J4LJ54 -- 1.3.99.12', 0.1378700243130251], ['A3SI50 -- 1.3.99.41', 0.18382669908403348], ['A0A0K8QKN6 -- 1.3.8.7|1.3.8.8', 0.1443408853606135], ['P48818 -- 1.3.8.8|1.3.8.9', 0.16074522972301714], ['H6LGM6 -- 1.3.1.108', 0.15349118391241956], ['P45954 -- 1.3.8.1|1.3.8.5', 0.16651567434463166], ['A0A087R2F2 -- 1.3.3.6', 0.13931263546842876], ['C3UVB0 -- 1.3.99.32', 0.1294206213316277], ['Q47146 -- 1.3.8.7|1.3.8.8', 0.11128515903901184], ['A0A0C3EJZ9 -- 1.3.8.7', 0.103371547729571], ['Q06319 -- 1.3.8.1', 0.10102219437208075], ['Q96329 -- 1.3.3.6', 0.10056870734899678]]"
WP_010210413,1.3.8.1,"EC:1.3.8.1,EC:1.3.8.11",EC:1.3.8.1,"[['H6LGM6 -- 1.3.1.108', 0.2229583845194513], ['A3SI50 -- 1.3.99.41', 0.22144407221124016], ['A0A6I1ZDT1 -- 1.3.8.12', 0.194189549603179], ['J7TF92 -- 1.3.8.15', 0.18070399683306484], ['J7TF92 -- 1.3.8.15', 0.18070399683306484], ['Q0AVM4 -- 1.3.8.1', 0.15444291094247042], ['P48818 -- 1.3.8.8|1.3.8.9', 0.17318071351112177], ['A0A6J4LJ54 -- 1.3.99.12', 0.11639998236322718], ['Q3IE94 -- 1.3.99.2', 0.08919274123927472], ['A0A087R2F2 -- 1.3.3.6', 0.09936578114131342]]"
WP_010210414,3.1.2.4,EC:4.2.1.17,EC:4.2.1.17,"[['P9WNN9 -- 4.2.1.17', 0.21785720652043983], ['P77467 -- 5.3.3.18', 0.29404740558832926], ['Q6NVY1 -- 3.1.2.4', 0.28809514322444263], ['Q9XB60 -- 2.3.1.226', 0.20000024466678828]]"
WP_010210955,4.3.1.9,"EC:4.3.1.27,EC:4.1.2.42",EC:4.3.1.27,
WP_010211216,3.1.1.15,"EC:3.1.1.15,EC:3.1.1.68",EC:3.1.1.15,"[['A0A120G916 -- 3.1.1.15', 0.20138016249915783], ['A0A5E7MGG7 -- 3.1.1.99', 0.19997183754255238], ['A0A2N7REW2 -- 3.1.1.15', 0.2515137826088661], ['R0CVD2 -- 3.1.1.68', 0.17251101652042572], ['A0A1A8TCW1 -- 3.1.1.15', 0.174623200828998], ['A0A653U2C2 -- 3.1.1.68', 0.21316257539745553], ['A0A6G8U5H2 -- 3.1.1.99', 0.21048688596658038], ['A0A1S1HGS2 -- 3.1.1.15', 0.16617385734203713], ['A0A1U9YVV9 -- 3.1.1.15', 0.1626531459926355], ['A0A811H406 -- 3.1.1.99', 0.20513550710483003], ['Q03336 -- 3.1.1.17', 0.2206261250954966], ['A0A5E4WZH9 -- 3.1.1.99', 0.16054075959983932], ['A0A395L383 -- 3.1.1.15', 0.20156775054809623], ['A0A060QGK0 -- 3.1.1.68', 0.16054075959983932], ['A0A1Q2YUI1 -- 3.1.1.15', 0.1997841282430796], ['A0A169TXG6 -- 3.1.1.99', 0.1549078639418654], ['A0A6G8NSP1 -- 3.1.1.99', 0.20156775054809623], ['A0A2R8BVQ8 -- 3.1.1.99', 0.15420360042145068], ['A0A162CPL1 -- 3.1.1.15', 0.19532456053383754], ['A0A2R8APR6 -- 3.1.1.99', 0.15702004825043764], ['A0A1X7A0D8 -- 3.1.1.15', 0.15561192537805615], ['A0A3B0MT86 -- 3.1.1.99', 0.15702004825043764], ['Q9A9Z1 -- 3.1.1.110', 0.17715811838947979], ['P0DOV6 -- 3.1.1.99', 0.1731682078889451], ['A0A5E7CFE4 -- 3.1.1.15', 0.15349953898525995], ['A0A3P4AZJ4 -- 3.1.1.15', 0.15561192537805615], ['A0A6P2FZZ5 -- 3.1.1.15', 0.19621662765969616], ['A0A7V8V5U4 -- 3.1.1.99', 0.15349953898525995], ['A0A518BWP3 -- 3.1.1.15', 0.15068309115627299], ['A0A2S6R518 -- 3.1.1.15', 0.19354093822882099], ['A0A292ZCV4 -- 3.1.1.68', 0.15702004825043764], ['A0A6P2DYQ5 -- 3.1.1.15', 0.19443274938132923], ['A0A166AQ64 -- 3.1.1.15', 0.15420360042145068], ['A0A518CBZ0 -- 3.1.1.15', 0.1527954775490692], ['A0AA96FEY1 -- 3.1.1.99', 0.1499788276358583], ['A0A0F0LU79 -- 3.1.1.15', 0.15631598681424688], ['A0A5C5ZCG5 -- 3.1.1.15', 0.14927476619966756], ['A0A1C3JT77 -- 3.1.1.15', 0.1464583183706806], ['A0A160TLZ4 -- 3.1.1.68', 0.13181238549150057], ['A0A6H2H4N7 -- 3.1.1.99', 0.14857070476347678], ['A0A1B7IJD5 -- 3.1.1.68', 0.15068309115627299], ['A0A6G8NZ63 -- 3.1.1.99', 0.19264887110296236], ['A0A508TZA1 -- 3.1.1.99', 0.13181238549150057], ['Q1JUP5 -- 3.1.1.15', 0.1683801320652737], ['A0A5B9P3F3 -- 3.1.1.15', 0.14857070476347678], ['A0A5P8Z0J8 -- 3.1.1.15', 0.18372999165782852], ['A0A644VFC7 -- 3.1.1.99', 0.12876127746167987], ['Q11C07 -- 3.1.1.68', 0.14575405485026588], ['A0A0M6ZUY1 -- 3.1.1.15', 0.14716237980687136], ['A0A6S7B028 -- 3.1.1.99', 0.15209121402865447], ['A0A508TZA1 -- 3.1.1.99', 0.13181238549150057], ['A0A345DCK1 -- 3.1.1.99', 0.1464583183706806], ['A0A5E7FI82 -- 3.1.1.99', 0.14716237980687136], ['D4GP31 -- 3.1.1.15|3.1.1.68', 0.18964472744678426], ['A0A6P2E909 -- 3.1.1.15', 0.18016249107444504], ['A0A0Q0JG59 -- 3.1.1.15', 0.1855138699361954], ['A0A2Z4AL72 -- 3.1.1.99', 0.1443459319778844], ['A0A7W8K9J9 -- 3.1.1.15', 0.1846218028103368], ['A0A292ZH06 -- 3.1.1.68', 0.1443459319778844], ['A0A166BH36 -- 3.1.1.15', 0.17837861279607814], ['A0A418SL57 -- 3.1.1.99', 0.14223354558508822], ['A0A517YXB1 -- 3.1.1.15', 0.14223354558508822], ['A0A0K1ZHS7 -- 3.1.1.15', 0.14082522062848274], ['A0A6J5EV81 -- 3.1.1.99', 0.12387925941844175], ['A0A399GV57 -- 3.1.1.15', 0.17124361162931118], ['A0A0A8JZE8 -- 3.1.1.68', 0.1358963864066996], ['A0A5E7EAB6 -- 3.1.1.99', 0.1380087727994958], ['Q1JUP5 -- 3.1.1.15', 0.15401590459425954], ['A0A060QGK0 -- 3.1.1.68', 0.13096755218491646], ['A0A6S6ZJB2 -- 3.1.1.99', 0.13730471136330505], ['A0A0D8HFZ3 -- 3.1.1.15', 0.1337840000139034], ['A0A2H6B2Q2 -- 3.1.1.99', 0.16589223276756082], ['A0A644Z0C8 -- 3.1.1.99', 0.11167447701983754], ['A0A387H6U3 -- 3.1.1.99', 0.1337840000139034], ['A0A0F0L6Z3 -- 3.1.1.15', 0.13096755218491646], ['A0A3P5WTG8 -- 3.1.1.15', 0.13519232497050884], ['A0A240ER98 -- 3.1.1.15', 0.13167161362110721], ['A0A4P6Q4D0 -- 3.1.1.15', 0.12463039300652784], ['M4VNP4 -- 3.1.1.25', 0.12744684083551477], ['A0A292ZM01 -- 3.1.1.68', 0.12815090227170556], ['A0A0M2H1T4 -- 3.1.1.15', 0.12815090227170556], ['A0AAF0KFX2 -- 3.1.1.99', 0.1232220680499224], ['A0A517YXB1 -- 3.1.1.15', 0.1232220680499224], ['A0A0Q0GHG9 -- 3.1.1.15', 0.14983809618230973], ['A0A4U8Q024 -- 3.1.1.17', 0.13326772871087497], ['A0A2H5YPD0 -- 3.1.1.99', 0.14627059559892622], ['A0A0M7AFF3 -- 3.1.1.15', 0.09857769485678271], ['A0A7D7KZK7 -- 3.1.1.99', 0.10069008124957891], ['A0A6S7BVL5 -- 3.1.1.99', 0.08116234588366629], ['A0A1B7K150 -- 3.1.1.68', 0.09083221072178868], ['A0A446CPD4 -- 3.1.1.99', 0.08055198416597356], ['A0A6V7C353 -- 3.1.1.99', 0.07111667175043213], ['A0A6P2HZL1 -- 3.1.1.99', 0.05980371397661781]]"
